Department,Year,Semester,Subject_Code,Subject_Name,Subject_Type,_ingestion_time,_source_file
Civil Engineering,3,6,CV601,Steel Structure Design,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,3,6,CV602,Environmental Engineering II,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,3,6,CV603,Foundation Engineering,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,3,6,CV604,Estimation and Costing,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,3,6,CV605,Environmental Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,3,6,CV606,Elective II: GIS for Civil Engineering,Elective,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,4,7,CV701,Construction Management,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,4,7,CV702,Pavement Engineering,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,4,7,CV703,Irrigation Engineering,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,4,7,CV704,Project Phase I,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,4,7,CV705,Transportation Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,4,7,CV706,Elective III: Earthquake Engineering,Elective,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,4,8,CV801,Advanced Structural Design,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,4,8,CV802,Quantity Surveying,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,4,8,CV803,Project Phase II,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,4,8,CV804,Internship,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,4,8,CV805,Seminar,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Civil Engineering,4,8,CV806,Elective IV: Smart Cities,Elective,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,1,1,EE101,Engineering Mathematics I,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,1,1,EE102,Engineering Physics,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,1,1,EE103,Basic Electrical Engineering,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,1,1,EE104,Engineering Mechanics,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,1,1,EE105,Programming for Problem Solving,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,1,1,EE106,Workshop Practice Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,1,2,EE201,Engineering Mathematics II,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,1,2,EE202,Engineering Chemistry,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,1,2,EE203,Basic Electronics Engineering,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,1,2,EE204,Environmental Studies,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,1,2,EE205,Engineering Graphics,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,1,2,EE206,Programming Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,2,3,EE301,Circuit Theory,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,2,3,EE302,Electrical Machines I,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,2,3,EE303,Electronic Devices,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,2,3,EE304,Network Analysis,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,2,3,EE305,Electrical Machines Lab I,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,2,3,EE306,Circuit Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,2,4,EE401,Control Systems,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,2,4,EE402,Power Systems I,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,2,4,EE403,Analog Electronics,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,2,4,EE404,Measurements and Instrumentation,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,2,4,EE405,Power Systems Lab I,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,2,4,EE406,Control Systems Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,3,5,EE501,Electrical Machines II,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,3,5,EE502,Power Electronics,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,3,5,EE503,Signals and Systems,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,3,5,EE504,Microcontrollers,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,3,5,EE505,Power Electronics Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,3,5,EE506,Elective I: Electric Vehicles,Elective,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,3,6,EE601,Power Systems II,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,3,6,EE602,Digital Signal Processing,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,3,6,EE603,Renewable Energy Engineering,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,3,6,EE604,High Voltage Engineering,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,3,6,EE605,DSP Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,3,6,EE606,Elective II: Smart Grid Technologies,Elective,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,4,7,EE701,Protection and Switchgear,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,4,7,EE702,Industrial Drives,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,4,7,EE703,Energy Management,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,4,7,EE704,Project Phase I,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,4,7,EE705,Drives Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,4,7,EE706,Elective III: Advanced Control Systems,Elective,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,4,8,EE801,Power System Operation,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,4,8,EE802,Electrical Design and Estimation,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,4,8,EE803,Project Phase II,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,4,8,EE804,Internship,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,4,8,EE805,Seminar,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electrical Engineering,4,8,EE806,Elective IV: Energy Storage Systems,Elective,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,1,1,EC101,Engineering Mathematics I,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,1,1,EC102,Engineering Physics,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,1,1,EC103,Basic Electrical Engineering,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,1,1,EC104,Engineering Mechanics,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,1,1,EC105,Programming for Problem Solving,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,1,1,EC106,Workshop Practice Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,1,2,EC201,Engineering Mathematics II,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,1,2,EC202,Engineering Chemistry,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,1,2,EC203,Basic Electronics Engineering,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,1,2,EC204,Environmental Studies,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,1,2,EC205,Engineering Graphics,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,1,2,EC206,Programming Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,2,3,EC301,Electronic Devices and Circuits,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,2,3,EC302,Network Theory,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,2,3,EC303,Signals and Systems,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,2,3,EC304,Digital Electronics,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,2,3,EC305,Circuits Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,2,3,EC306,Digital Electronics Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,2,4,EC401,Analog Communication,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,2,4,EC402,Microprocessors and Microcontrollers,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,2,4,EC403,Electromagnetic Fields,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,2,4,EC404,Linear Integrated Circuits,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,2,4,EC405,Microprocessor Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,2,4,EC406,Analog Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,3,5,EC501,Digital Communication,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,3,5,EC502,Control Systems,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,3,5,EC503,VLSI Design,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,3,5,EC504,Antennas and Wave Propagation,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,3,5,EC505,Communication Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,3,5,EC506,Elective I: Embedded C Programming,Elective,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,3,6,EC601,Wireless Communication,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,3,6,EC602,Embedded Systems,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,3,6,EC603,Digital Signal Processing,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,3,6,EC604,Optical Communication,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,3,6,EC605,DSP Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,3,6,EC606,Elective II: Internet of Things,Elective,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,4,7,EC701,Microwave Engineering,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,4,7,EC702,Satellite Communication,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,4,7,EC703,CMOS Design,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,4,7,EC704,Project Phase I,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,4,7,EC705,Embedded Systems Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,4,7,EC706,Elective III: Robotics,Elective,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,4,8,EC801,5G Communication Systems,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,4,8,EC802,Radar Engineering,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,4,8,EC803,Project Phase II,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,4,8,EC804,Internship,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,4,8,EC805,Seminar,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Electronics and Communication Engineering,4,8,EC806,Elective IV: Biomedical Electronics,Elective,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,1,1,AI101,Engineering Mathematics I,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,1,1,AI102,Engineering Physics,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,1,1,AI103,Basic Electrical Engineering,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,1,1,AI104,Engineering Mechanics,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,1,1,AI105,Programming for Problem Solving,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,1,1,AI106,Workshop Practice Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,1,2,AI201,Engineering Mathematics II,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,1,2,AI202,Engineering Chemistry,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,1,2,AI203,Basic Electronics Engineering,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,1,2,AI204,Environmental Studies,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,1,2,AI205,Engineering Graphics,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,1,2,AI206,Programming Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,2,3,AI301,Programming in Python,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,2,3,AI302,Discrete Mathematics,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,2,3,AI303,Probability and Statistics,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,2,3,AI304,Data Structures,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,2,3,AI305,Python Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,2,3,AI306,Data Structures Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,2,4,AI401,Linear Algebra for AI,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,2,4,AI402,Database Systems,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,2,4,AI403,Machine Learning Foundations,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,2,4,AI404,Data Visualization,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,2,4,AI405,Machine Learning Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,2,4,AI406,Database Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,3,5,AI501,Deep Learning,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,3,5,AI502,Data Mining,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,3,5,AI503,Natural Language Processing,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,3,5,AI504,Big Data Technologies,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,3,5,AI505,Deep Learning Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,3,5,AI506,Elective I: Computer Vision,Elective,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,3,6,AI601,Reinforcement Learning,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,3,6,AI602,Cloud for Data Science,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,3,6,AI603,Time Series Analytics,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,3,6,AI604,MLOps,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,3,6,AI605,Data Engineering Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,3,6,AI606,Elective II: Edge AI,Elective,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,4,7,AI701,Generative AI,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,4,7,AI702,Responsible AI,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,4,7,AI703,AI Systems Design,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,4,7,AI704,Project Phase I,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,4,7,AI705,AI Research Lab,Lab,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,4,7,AI706,Elective III: Graph Analytics,Elective,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,4,8,AI801,AI Product Engineering,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,4,8,AI802,Decision Intelligence,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,4,8,AI803,Project Phase II,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,4,8,AI804,Internship,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,4,8,AI805,Seminar,Core,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
Artificial Intelligence and Data Science,4,8,AI806,Elective IV: Federated Learning,Elective,2026-03-14T23:03:25.155014+00:00,engineering_college_curriculum_dataset.csv
